LINC00346	4506
ANKRD10	34850
ARHGEF7	190539
TEX29	32404
	89030
SOX1	5060
SPACA7	62541
TUBGCP3	100241
C13orf35	40715
ATP11A	196664
MCF2L	202418
	5815
F7	18384
F10	29627
PROZ	17191
PCID2	34499
CUL4A	58020
LAMP1	28935
GRTP1	39310
ADPRHL1	33560
DCUN1D2	38633
TMCO3	61298
TFDP1	59147
ATP4B	9502
GRK1	120181
TMEM255B	56488
GAS6	42193
RASA3	148289
CDC16	40991
UPF3A	27803
CHAMP1	14278
BTC	49034
GAST	8339
HAP1	15278
JUP	29969
	13961
FKBP10	11720
NT5C3B	14826
KLHL10	15266
KLHL11	13358
ACLY	48671
TTC25	37994
CNP	10431
DNAJC7	44372
NKIRAS2	11639
ZNF385C	35973
DHX58	13172
KAT2A	8090
HSPB9	3743
RAB5C	29173
IGHV1OR21-1	5084
TPTE	125747
	4860
POTED	34645
	4581
LIPI	105266
RBM11	15322
HSPA13	10816
SAMSN1	101624
	66333
NRIP1	102859
USP25	150098
C21orf37	14969
CXADR	85065
BTG3	19468
C21orf91	32864
CHODL	368938
TMPRSS15	214289
NCAM2	542016
MRPL39	20724
JAM2	80887
ATP5J	23752
GABPA	38120
APP	293188
CYYR1	106188
ADAMTS1	8238
ADAMTS5	45694
N6AMT1	16106
LTN1	60083
RWDD2B	18687
USP16	32053
CCT8	21358
MAP3K7CL	101433
BACH1	437211
GRIK1	399268
GRIK1-AS2	39179
CLDN17	4326
CLDN8	4324
KRTAP24-1	4236
KRTAP25-1	4692
KRTAP26-1	4368
KRTAP27-1	4377
KRTAP23-1	4803
KRTAP13-2	5321
KRTAP13-1	5013
KRTAP13-3	4493
KRTAP13-4	4504
KRTAP15-1	5060
KRTAP19-1	4728
KRTAP19-2	4990
KRTAP19-3	5147
KRTAP19-4	4837
KRTAP19-5	4782
KRTAP19-6	4824
KRTAP19-7	4809
KRTAP22-2	4552
KRTAP6-3	5187
KRTAP6-2	4666
KRTAP22-1	4864
KRTAP6-1	5114
KRTAP20-1	4868
KRTAP20-4	4919
KRTAP20-2	5186
KRTAP20-3	5138
KRTAP21-3	4824
KRTAP21-2	4749
KRTAP21-1	4761
KRTAP8-1	4809
KRTAP11-1	4509
KRTAP19-8	4809
TIAM1	436487
SOD1	13849
SCAF4	61775
HUNK	173653
MIS18A	11677
MRAP	27214
URB1	75234
C21orf119	5174
EVA1C	106827
TCP10L	14975
	33139
C21orf59	20834
SYNJ1	99454
PAXBP1	40037
C21orf49	124764
C21orf62	27125
OLIG2	7380
OLIG1	6209
C21orf54	4677
IFNAR2	38955
	39041
IL10RB	33131
IFNAR1	34458
IFNGR2	79750
TMEM50B	50435
DNAJC28	3863
GART	41220
SON	31817
DONSON	30791
	4434
	324302
CRYZL1	58156
ITSN1	256863
ATP5O	16823
MRPS6	72279
	35491
SLC5A3	35489
KCNE2	11994
SMIM11	35815
C21orf140	4995
	6875
KCNE1	70196
RCAN1	100603
CLIC6	49984
RUNX1	1216360
	5000
	19723
SETD4	47094
CBR1	6859
CBR3	15823
DOPEY2	134928
MORC3	67967
CHAF1B	34321
CLDN14	114415
	6237
SIM2	51722
HLCS	242082
RIPPLY3	16488
PIGP	18524
TTC3	126949
DSCR3	43978
DYRK1A	153509
	4380
KCNJ6	294930
DSCR4	174111
DSCR8	71026
KCNJ15	146835
ERG	279958
ETS2	21181
PSMG1	12827
BRWD1	131424
HMGN1	10026
WRB	50711
LCA5L	42908
SH3BGR	73520
B3GALT5	120169
C21orf88	20080
IGSF5	59735
PCP4	66573
DSCAM	829655
BACE2	111275
FAM3B	57315
MX2	48995
MX1	41478
TMPRSS2	69989
RIPK4	25182
PRDM15	79877
C2CD2	70757
ZBTB21	25356
UMODL1	79200
C21orf128	9782
ABCG1	98705
TFF3	4825
TFF2	4679
TFF1	4952
TMPRSS3	25512
UBASH3A	46311
RSPH1	27947
SLC37A1	87199
PDE9A	124820
WDR4	40057
NDUFV3	32459
PKNOX1	59290
CBS	25085
U2AF1	13757
	7526
CRYAA	7548
SIK1	10142
HSF2BP	134167
RRP1B	36389
PDXK	40630
CSTB	8639
RRP1	17919
AGPAT3	121083
TRAPPC10	95429
PWP2	25721
C21orf33	15525
	7436
ICOSLG	16522
DNMT3L	14089
AIRE	15929
PFKL	29604
C21orf2	10371
TRPM2	92025
LRRC3	7597
LRRC3DN	4236
TSPEAR	199492
C21orf90	13126
KRTAP10-1	5366
KRTAP10-2	5381
KRTAP10-3	5305
KRTAP10-4	5176
KRTAP10-5	5334
KRTAP10-6	5140
KRTAP10-7	5467
KRTAP10-8	5096
KRTAP10-9	5376
KRTAP10-10	5342
KRTAP10-11	5337
KRTAP12-4	4818
KRTAP12-3	4781
KRTAP12-2	5298
KRTAP12-1	5297
KRTAP10-12	5135
UBE2G2	37170
SUMO3	12313
PTTG1IP	23176
ITGB2	47788
C21orf67	10978
FAM207A	40464
	5000
ADARB1	153191
	8555
	18414
POFUT2	27410
COL18A1	107863
SLC19A1	46504
PCBP3	301144
	11090
	9262
COL6A1	24224
COL6A2	36054
FTCD	17431
SPATC1L	27070
LSS	42450
	5166
MCM3AP	50040
YBEY	14356
C21orf58	27279
PCNT	116141
DIP2A	108979
S100B	5681
PRMT2	32397
IGHV1OR15-9	5084
IGHV3OR15-7	4643
IGHD5OR15-5A	4922
IGHD4OR15-4A	4940
IGHD3OR15-3A	4970
IGHD2OR15-2A	4984
IGHD1OR15-1A	4984
GOLGA6L6	9415
	5000
POTEB2	29285
IGHD5OR15-5B	4922
IGHD4OR15-4B	4940
IGHD3OR15-3B	4970
IGHD2OR15-2B	4984
SECISBP2L	55545
IGHD1OR15-1B	4984
	5000
POTEB	29668
OR4M2	5142
OR4N4	5175
IGHV1OR15-1	5086
	8425
IGHV4OR15-8	4649
GOLGA6L1	11034
COPS2	53109
TUBGCP5	41647
RMDN3	22982
	12545
GCHFR	8432
DNAJC17	41742
GALK2	215016
C15orf62	6614
TPM1	32750
CRTC3	118531
ZFYVE19	10409
CYFIP1	113683
PPP1R14D	12591
FAM227B	295877
LACTB	23619
BLM	98564
SPINT1	16193
FGF7	70085
RPS27L	32506
RAB8B	78427
DTWD1	26429
RHOV	4292
FURIN	17492
NIPA2	28385
VPS18	11475
APH1B	33928
DLL4	11647
ATP8B4	325410
FES	12645
NIPA1	60665
CA12	61313
CHAC1	7020
GOLGA8I	13434
INO80	132337
SLC27A2	57047
HDC	21686
USP3	93232
	8211
GOLGA8S	13527
EXD1	51217
MAN2A2	21818
GOLGA6L2	4759
GABPB1	81890
MKRN3	65858
MAGEL2	3064
NDN	4035
NPAP1	5474
CHP1	55242
OIP5	27576
SNRPN	158947
NUSAP1	50713
FBXL22	8552
USP8	78297
HERC1	210613
UNC45A	25483
	27653
DAPK2	167399
NDUFAF1	18199
RTF1	75137
FAM96A	25730
USP50	44836
SNURF	49299
SNX1	54504
TRPM7	131262
UBE3A	98615
ITPKA	13748
LTK	9275
SPPL2A	56623
HDDC3	5614
SNX22	9637
RCCD1	11368
PPIB	10902
RPAP1	22715
ATP10A	188228
PRC1	28752
CSNK1G1	193891
AP4E1	95509
	196465
GABRB3	398086
TNFAIP8L3	52802
KIAA0101	27179
VPS33B	27234
CYP19A1	133641
TRIP4	70486
TYRO3	22845
ZNF609	221468
GLDN	66458
SV2B	196799
GABRA5	85291
SLCO3A1	321530
DMXL2	165701
OAZ2	20043
RBPMS2	34804
GABRG3	565264
PIF1	10463
ST8SIA2	76509
OCA2	341779
SCG3	41778
LYSMD2	32848
TMOD2	62331
C15orf32	33208
FAM174B	195577
	91907
PLEKHO2	29651
TMOD3	121392
HERC2	199614
CHD2	140660
ANKDD1A	48760
LEO1	36792
MGA	142228
MAPK6	114482
BCL2L10	7788
GNB5	73888
MAPKBP1	53726
SPG21	29787
MYO5C	97943
RGMA	44012
MTFMT	28079
GOLGA8F	13502
SLC51B	12534
RASL12	22610
KBTBD13	4931
UBAP1L	23620
	5128
	7702
MYO5A	215372
MCTP2	251108
PLA2G4B	20730
PDCD7	14949
GOLGA8G	13643
JMJD7	12490
CLPX	35046
ARPP19	24221
CILP	11776
PARP16	69640
JMJD7-PLA2G4B	20738
FAM214A	125036
IGDCC3	50968
SPTBN5	39972
IGDCC4	37665
ONECUT1	32139
WDR72	247625
EHD4	77052
	5000
UNC13C	612541
NR2F2	15400
DPP8	72304
	5000
SPATA8	6413
LINC00923	134199
ARRDC4	55339
GOLGA8M	39131
RSL24D1	16379
FAM169B	76398
PLA2G4E	66366
IGF1R	316476
APBA2	282376
PLA2G4D	25013
RAB27A	120072
PIGB	39926
PLA2G4F	17838
FAM189A1	447947
PGPEP1L	43978
NDNL2	5766
SYNM	37203
CCPG1	69978
TJP1	263635
C15orf65	14754
DYX1C1	95643
PYGO1	48360
PRTG	128668
PTPLAD1	49866
VPS39	51909
TTC23	118049
NEDD4	162386
GOLGA8J	13664
LRRC28	142224
VWA9	35693
GOLGA8T	13541
CHRFAM7A	31276
RFX7	156560
TMEM87A	66147
TEX9	204492
MNS1	45547
	5450
GOLGA8R	8380
MEF2A	242230
GOLGA8Q	13476
SLC24A1	50679
ZNF280D	289575
GOLGA8H	13555
ARHGAP11B	147287
FAN1	40280
DENND4A	133515
MTMR10	50150
TCF12	383410
RAB11A	164554
CGNL1	172617
GANC	81824
MEGF11	355001
TRPM1	154792
GCOM1	125099
CAPN3	65734
	5000
LYSMD4	17562
KLF13	112638
	6726
	74686
OTUD7A	384378
ADAMTS17	369911
MYZAP	96953
CHRNA7	141382
POLR2M	191193
CERS3	146094
LINS	46390
DIS3L	41947
ASB7	51789
GOLGA8K	13012
ALDH1A2	546843
ALDH1A3	42162
	5811
GOLGA8O	9006
TIPIN	54538
	5500
AQP9	51860
GOLGA8N	13477
LIPC	161656
ARHGAP11A	26722
ZNF106	77466
ADAM10	155844
MAP2K1	109274
FAM63B	92037
SNAPC5	11087
RNF111	228529
RPL4	29132
SCG5	57992
LRRK1	149612
SNAP23	58085
SLTM	56487
GREM1	17717
FMN1	419585
CHSY1	73327
VIMP	10866
LRRC57	10473
CCNB2	23779
RYR3	545130
HAUS2	24669
MYO1E	238226
SNRPA1	17978
	5000
LDHAL6B	5352
FAM81A	152517
PCSK6	221281
AVEN	176866
GCNT3	49019
GTF2A2	24149
CHRM5	98480
EMC7	19136
BNIP2	28805
ZWILCH	46909
FOXB1	61296
LCTL	20408
	107802
PGBD4	5325
SMAD6	82723
KATNBL1	71789
SMAD3	132320
EMC4	9199
	9017
TM2D3	34543
AAGAB	58174
TARSL2	68339
STARD9	134795
ANXA2	56567
SLC12A6	105693
IQCH	249199
CDAN1	14887
	12898
OR4F6	5021
OR4F15	5024
OR4F4	5136
TTBK2	175827
UBR1	162890
C15orf61	9951
MAP2K5	267674
EPB42	109348
NOP10	5898
NUTM1	15444
TMEM62	64949
LPCAT4	9633
NARG2	61586
SKOR1	16307
GOLGA8A	204914
PIAS1	139093
CCNDBP1	13556
CALML4	19396
	39376
CLN6	48743
FEM1B	16557
RORA	738641
ITGA11	126815
TGM5	36557
CORO2B	150574
VPS13C	200921
ANP32A	46611
TGM7	24196
GOLGA8B	60828
LCMT2	5707
ADAL	23103
GJD2	7969
ACTC1	11915
AQR	110959
ZSCAN29	15215
TUBGCP4	39277
SPESP1	132486
ZNF770	12138
	6513
NOX5	127839
DPH6	332825
C15orf41	234700
TP53BP1	102090
GLCE	111719
PAQR5	112686
KIF23	36163
MEIS2	210064
C2CD4A	5608
C2CD4B	3906
TLN2	450992
MAP1A	15141
RPLP1	7367
PPIP5K1	56716
TMCO5A	48784
TLE3	51767
SPRED1	103010
FAM98B	34249
RASGRP1	74447
CKMT1B	14059
UACA	105603
C15orf53	6409
C15orf54	8610
THBS1	19009
STRC	110271
FSIP1	186057
LARP6	25967
GPR176	125134
LRRC49	197797
EIF2AK4	101456
CATSPER2	42974
SRP14	7938
BMF	24601
THAP10	15347
CKMT1A	9938
THSD4	681689
CT62	9628
BUB1B	61830
PDIA3	29189
MYO9A	293336
ELL3	8671
PAK6	61052
	25267
	60332
C15orf56	6591
SERF2	25656
PLCB2	29971
SENP8	31027
GRAMD2	40635
	5144
ANKRD63	4980
PKM	30860
C15orf52	11528
SERINC4	6511
PHGR1	10152
HYPK	7919
DISP2	13342
MFAP1	23539
KNSTRN	14713
WDR76	44510
FRMD5	322446
IVD	33790
CASC4	130698
BAHD1	31045
PARP6	34882
CHST14	5084
C15orf57	39920
CTDSPL2	102773
EIF3J	29571
RPUSD2	8312
CASC5	67319
RAD51	40273
	56634
CELF6	38914
SPG11	96307
HEXA	34252
PATL2	48350
B2M	11804
TMEM202	13939
ARIH1	116264
TRIM69	42288
GOLGA6B	14540
HIGD2B	14711
BBS4	54421
C15orf43	26187
SORD	57929
DUOX2	20302
ADPGK	37736
DUOXA2	6336
DUOXA1	15677
NEO1	251569
DUOX1	35944
HCN4	44807
C15orf60	121061
NPTN	72003
SHF	35944
CD276	33037
SLC28A2	26717
GATM	43477
C15orf59	11430
TBC1D21	19606
LOXL1	28947
SPATA5L1	21588
C15orf48	22772
STOML1	14614
SLC30A4	46913
BLOC1S6	33131
PML	51212
	92307
SQRDL	63482
	4626
GOLGA6A	10588
ISLR2	40263
SEMA6D	589330
	6403
ISLR	6915
SLC24A5	25138
MYEF2	36600
STRA6	35175
CTXN2	16783
SLC12A1	112245
DUT	15132
CCDC33	120817
FBN1	233927
CYP11A1	28222
SEMA7A	22642
UBL7	19072
CEP152	93100
ARID3B	60279
SHC4	138367
CLK3	42623
EID1	6624
EDC3	63971
CYP1A1	4641
CYP1A2	9690
CSK	24115
LMAN1L	16413
CPLX3	7816
ULK3	10303
SCAMP2	28312
MPI	12719
FAM219B	9348
COX5A	17652
RPP25	7449
SCAMP5	67855
PPCDC	97659
C15orf39	18343
GOLGA6C	14536
GOLGA6D	14576
COMMD4	9237
NEIL1	12079
MAN2C1	14226
SIN3A	82502
PTPN9	115172
SNUPN	27256
IMP3	12597
SNX33	12586
CSPG4	31097
	5027
ODF3L1	7890
	5640
UBE2Q2	61522
FBXO22	33859
NRG4	128331
C15orf27	172304
ETFA	94548
ISL2	9678
SCAPER	552653
RCN2	21556
PSTPIP1	47104
TSPAN3	39075
PEAK1	310767
HMG20A	66520
LINGO1	205821
TBC1D2B	95485
SH2D7	29801
CIB2	31106
IDH3A	44203
ACSBG1	76054
DNAJA4	21483
WDR61	20568
CRABP1	12381
IREB2	62806
HYKK	33628
	5553
PSMA4	12486
CHRNA5	33348
CHRNA3	31234
CHRNB4	106801
ADAMTS7	52191
MORF4L1	90208
CTSH	27314
RASGRF1	126757
ANKRD34C	15481
TMED3	105102
KIAA1024	38109
MTHFS	67619
ST20-MTHFS	76725
ST20	23707
C15orf37	5014
	4620
BCL2A1	9649
ZFAND6	82936
FAH	37452
	63524
ARNT2	192158
ABHD17C	78699
KIAA1199	173039
	17886
MESDC2	45978
MESDC1	6959
C15orf26	144379
IL16	153976
STARD5	19295
TMC3	39576
MEX3B	3080
	12687
EFTUD1	133938
FAM154B	23679
GOLGA6L10	10145
GOLGA6L9	12825
RPS17	8135
GOLGA6L18	12119
GOLGA6L19	10175
GOLGA6L20	13049
RPS17L	7986
	19333
	24311
CPEB1	107844
AP3B2	51981
FSD2	52862
WHAMM	26488
HOMER2	147023
FAM103A1	9285
C15orf40	26957
BTBD1	54491
TM6SF1	41273
	95750
BNC1	30754
SH3GL3	174928
ADAMTSL3	383623
UBE2Q2L	14351
GOLGA6L4	9987
ZSCAN2	29696
WDR73	14902
NMB	4533
SEC11A	45824
ZNF592	54854
ALPK3	51066
SLC28A1	93876
PDE8A	159855
AKAP13	365075
KLHL25	33674
AGBL1	888639
NTRK3	383843
MRPL46	11927
MRPS11	15373
DET1	33300
AEN	14937
ISG20	23777
ACAN	68174
HAPLN3	18955
MFGE8	15887
ABHD2	113464
RLBP1	13659
FANCI	74253
POLG	17242
RHCG	39600
TICRR	53946
KIF7	39490
PLIN1	17810
PEX11A	17256
WDR93	55353
MESP1	6144
MESP2	21522
ANPEP	27460
AP3S2	68010
C15orf38-AP3S2	77041
C15orf38	12155
ZNF710	83364
IDH2	23039
SEMA4B	71397
CIB1	8503
GDPGP1	11456
TTLL13	17964
	24306
NGRN	10608
GABARAPL3	6497
ZNF774	14760
IQGAP1	111954
LDLRAD4	435909
FAM210A	67258
ST8SIA5	79341
RNMT	40889
PIAS2	114707
KATNAL2	126067
MC5R	6730
MC2R	34297
ZNF519	77846
POTEC	34189
TCEB3CL2	4287
TCEB3CL	4275
TCEB3C	3161
TCEB3B	5784
HDHD2	47293
	41180
IER3IP1	20989
ANKRD30B	125065
SKOR2	26220
SMAD2	95064
ROCK1	159968
GREB1L	279587
ZBTB7C	381551
	5000
CTIF	327159
SMAD7	29294
ESCO1	67883
SNRPD1	22833
ABHD3	57587
DYM	416610
C18orf32	9784
MIB1	161214
RPL17-C18orf32	14095
RPL17	8497
	15311
GATA6	36305
CTAGE1	6853
LIPG	32955
RBBP8	230036
ACAA2	34271
	45497
MYO5B	366473
CABLES1	128898
CCDC11	42433
TMEM241	238798
MBD1	15718
RIOK3	36738
C18orf8	30962
NPC1	74835
CXXC1	6868
ANKRD29	62669
SKA1	21479
MAPK4	172718
MRO	26221
LAMA3	259741
ME2	71383
ELAC1	23986
	93118
SMAD4	112419
MEX3C	41579
DCC	1191514
MBD2	73060
TTC39C	144503
CABYR	25527
POLI	54324
STARD6	36592
C18orf54	30153
OSBPL1A	237730
DYNAP	14740
RAB27B	181816
CCDC68	56829
IMPACT	30582
TCF4	439423
HRH4	20763
ZNF521	285991
SS18	75237
PSMA8	62731
TAF4B	166463
TXNL1	58308
KCTD1	204890
WDR7	380388
AQP4	17813
CHST9	271785
CDH2	223255
BOD1L2	5251
ST8SIA3	23707
ONECUT2	44414
FECH	36978
DSC3	49951
NARS	21314
DSC2	38642
ATP8B1	152843
DSC1	30654
DSG1	40805
DSG4	39907
DSG3	30481
DSG2	52614
TTR	11509
B4GALT6	62767
SLC25A52	4283
NEDD4L	357357
TRAPPC8	120424
RNF125	59148
RNF138	43975
GAREM	340568
MEP1B	38244
KLHL14	102959
	8216
CCDC178	502527
ASXL3	165988
ALPK2	144276
MALT1	81295
NOL4	375804
ZNF532	122773
DTNA	399548
SEC11C	23635
GRP	14856
RAX	10975
CPLX4	42788
LMAN1	35619
CCBE1	265192
PMAIP1	7492
MC4R	4002
CDH20	223718
RNF152	82917
MAPRE2	167350
PIGN	145024
ZNF397	27693
ZSCAN30	42481
ZNF24	12029
KIAA1468	119372
TNFRSF11A	62906
ZCCHC2	65439
ZNF396	11307
	57508
INO80C	49363
GALNT1	132426
C18orf21	11265
RPRD1A	81869
SLC39A6	23367
ELP2	46576
PHLPP1	263468
	6222
	4875
BCL2	198857
KDSR	43795
VPS4B	31722
SERPINB5	30710
SERPINB12	14580
SERPINB13	20666
SERPINB4	10868
MOCOS	86986
FHOD3	482500
	24677
SERPINB11	78242
SERPINB3	10600
USP14	57005
TPGS2	52404
THOC1	53585
SERPINB7	55546
SERPINB2	35957
SERPINB10	41557
COLEC12	178934
KIAA1328	404943
	10156
HMSD	36699
SERPINB8	38767
CDH7	133266
CETN1	5042
CLUL1	56705
C18orf56	20832
CELF4	320719
TYMS	19739
CDH19	100562
DSEL	11730
TMX3	44960
ENOSF1	40301
PIK3C3	131657
CCDC102B	341913
	7269
DOK6	451912
RIT2	371547
SYT4	9881
YES1	90552
CD226	129179
ADCYAP1	9382
METTL4	37348
SETBP1	383379
RTTN	195199
SLC14A2	472277
NDC80	47421
SLC14A1	31722
SMCHD1	148247
SIGLEC15	20591
EPG5	111877
SOCS6	40642
	21416
GTSCR1	19748
	55297
CBLN2	100978
NETO1	129197
EMILIN2	68247
LPIN2	93311
	112719
PSTPIP2	88399
MYOM1	153258
FBXO15	77467
ATP5A1	22865
TIMM21	13805
CYB5A	38172
C18orf63	43557
FAM69C	20789
CNDP2	27543
HAUS1	27821
MYL12A	13225
MYL12B	20497
TGIF1	49829
C18orf25	93354
RNF165	133641
LOXHD1	173085
CNDP1	53611
DLGAP1	960352
ZNF407	509454
ZADH2	18069
TSHZ1	79446
C18orf42	51959
	16629
SMIM21	18136
ZBTB14	6711
	5508
ZNF516	135028
	5681
LINC00908	87010
	32253
ZNF236	146078
EPB41L3	234396
MBP	152971
TMEM200C	16925
L3MBTL4	458281
GALR1	22306
C18orf64	83726
SALL3	23114
ARHGAP28	185059
ATP9B	309313
LAMA1	166811
NFATC1	133550
LRRC30	5014
PTPRM	840283
	5000
	5430
RAB12	34207
CTDP1	76116
KCNG2	39749
PQLC1	47999
SOGA2	124971
HSBP1L1	10741
TXNL4A	64978
NDUFV2	35835
	62689
RBFA	16014
ANKRD12	143593
ADNP2	39941
TWSG1	68986
RALBP1	63914
	33992
PARD6G	88527
PPP4R1	70398
RAB31	155440
TXNDC2	5715
VAPA	44321
APCDD1	36274
NAPG	28198
PIEZO2	473457
GNAL	198364
CHMP1B	7454
MPPE1	30280
IMPA2	53515
ANKRD62	36346
CIDEA	26761
TUBB6	39275
AFG3L2	45647
SLMO1	28502
SPIRE1	214121
	9893
PSMG2	68413
CEP76	43651
PTPN2	142496
SEH1L	44073
CEP192	130540
PECAM1	88961
MILR1	23096
POLG2	19996
DDX5	10954
CEP95	32171
TEX2	112547
SMURF2	117351
VSTM1	22100
TARM1	10592
OSCAR	11475
NDUFA3	10480
TFPT	12661
PRPF31	19259
CNOT3	20296
LENG1	7509
TMC4	15482
MBOAT7	18652
TSEN34	7480
LILRA3	13672
LILRA4	8468
LAIR1	19417
KIR3DL2	19951
FCAR	20255
NCR1	13413
NLRP7	44337
NLRP2	49415
	11136
	14427
KIR2DS5	18140
GP6	27704
RDH13	36128
EPS8L1	18214
QSOX2	42228
	22364
	5397
EPPIN-WFDC6	11327
WFDC8	27374
WFDC9	22666
CSTF1	15024
WFDC10A	6432
WFDC11	21277
WFDC10B	24794
WFDC13	11449
SPINT4	7987
IDH3B	5884
WFDC3	47786
CASS4	49692
CTSZ	14951
RTFDC1	53312
EBF4	70059
TUBB1	10864
DNTTIP1	23053
ATP5E	11376
UBE2C	8243
GCNT7	35379
SLMO2	9405
FAM209A	12929
CPXM1	4312
FAM209B	7678
TFAP2C	12354
ZNF831	63694
TNNC2	14610
EDN3	28503
TMEM239	5963
	5963
BMP7	101392
C20orf141	5350
PCED1A	9466
SPO11	17491
PHACTR3	272846
SNX21	13209
RAE1	30618
VPS16	27286
ACOT8	19420
MTRNR2L3	6308
RBM38	20680
SYCP2	70542
ZSWIM3	23941
ZSWIM1	5080
